,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
145,0.0,Thu Mar 08 20:40:32 +0000 2018,1.0,0.0,0.0,WATCH LIVE: Pres. Trump to sign new tariffs on aluminum and steel imports at White House https://t.co/0imZ0NeDGE https://t.co/QOmtFLo1nV,46,CBSNews
146,0.0,Thu Mar 08 20:26:01 +0000 2018,1.0,0.0,0.0,AHEAD: Pres. Trump to sign proclamation on steel and aluminum tariffs at the White House; the tariffs — 25 percent… https://t.co/Matq54eOyc,47,CBSNews
147,0.0,Thu Mar 08 20:11:01 +0000 2018,1.0,0.0,0.0,President Trump will sign proclamations that will institute a 25 percent tariff on steel and a 10 percent tariff on… https://t.co/1x53iEhFv1,48,CBSNews
148,0.4939,Thu Mar 08 19:45:30 +0000 2018,0.734,0.077,0.189,"This big cat is getting a CAT scan. No really, this lion is getting a CAT scan so that doctors can help treat his i… https://t.co/rivVz661b3",49,CBSNews
149,0.0,Thu Mar 08 19:25:29 +0000 2018,1.0,0.0,0.0,Head of U.S. Forest Service steps down amid sexual misconduct allegations https://t.co/DmVZWFoHGi https://t.co/ej4QgEqkcG,50,CBSNews
150,-0.5267,Thu Mar 08 19:05:02 +0000 2018,0.833,0.167,0.0,The FBI has opened a criminal investigation into a white North Carolina police officer shown on body camera footage… https://t.co/IgehJqEmtM,51,CBSNews
151,0.0,Thu Mar 08 18:50:01 +0000 2018,0.437,0.262,0.302,"Yes, some people's Amazon Alexa's are suddenly letting out evil laughs for no reason https://t.co/iALfFFIjvy https://t.co/Wp7qs4Utzh",52,CBSNews
152,0.0,Thu Mar 08 18:35:30 +0000 2018,1.0,0.0,0.0,"A bill for a ""Trump Highway"" in Utah has been dropped by the Republican lawmaker who proposed it after receiving wh… https://t.co/LTMdqxxXjp",53,CBSNews
153,-0.2263,Thu Mar 08 18:13:32 +0000 2018,0.675,0.19,0.135,Man arrested after Amber Alert leads to discovery of child's body: https://t.co/UFcH459e9I https://t.co/OlDweS79G4,54,CBSNews
154,-0.7184,Thu Mar 08 17:57:01 +0000 2018,0.682,0.318,0.0,"In an embarrassing case of mistaken identity, many Americans appear to be confusing the National Rifle Association… https://t.co/7Xbj7NbySy",55,CBSNews
155,0.0516,Thu Mar 08 17:40:01 +0000 2018,0.741,0.125,0.134,"Hope Hicks told lawmakers one of her email accounts had been hacked, source confirms to CBS News:… https://t.co/Hphq0Z96ih",56,CBSNews
156,-0.7906,Thu Mar 08 17:25:01 +0000 2018,0.567,0.333,0.1,Student killed in an apparent gun accident at an Alabama high school has been identified; person of interest in cus… https://t.co/um2B5jDeE7,57,CBSNews
157,0.4767,Thu Mar 08 17:10:01 +0000 2018,0.838,0.0,0.162,"Women across Europe and Asia are shouting their demands for equality, respect and empowerment to mark… https://t.co/fvrjfIuIIF",58,CBSNews
158,0.0258,Thu Mar 08 17:05:10 +0000 2018,0.948,0.0,0.052,"""If we reach a deal, it is most likely that we won't be charging [Mexico and Canada] those tariffs,"" President Trum… https://t.co/YNCOZxYMKv",59,CBSNews
159,0.3612,Thu Mar 08 17:01:51 +0000 2018,0.829,0.0,0.171,"President Trump jokes during chief economic adviser Gary Cohn's last Cabinet meeting: ""I have a feeling you will be… https://t.co/lyGnRCVqYY",60,CBSNews
160,-0.1531,Thu Mar 08 16:56:54 +0000 2018,0.842,0.094,0.064,"President Trump addresses federal immigration lawsuit: ""They want the money, they should give up on the sanctuary c… https://t.co/Vq0mXwjP9m",61,CBSNews
161,0.0,Thu Mar 08 16:48:28 +0000 2018,1.0,0.0,0.0,MOMENTS AGO: President Trump holds a Cabinet meeting amid questions about his tariff plan https://t.co/c3XN5mQH5k https://t.co/V8VRCbOqYy,62,CBSNews
162,0.6705,Thu Mar 08 16:40:01 +0000 2018,0.732,0.0,0.268,"Babies being raised by single mothers may benefit from looking like their fathers, a new study suggests:… https://t.co/E8NnUy02Vn",63,CBSNews
163,0.0516,Thu Mar 08 16:23:32 +0000 2018,0.787,0.102,0.111,"""Let me just say that I am more concerned about the president's policies, which undermine the financial security of… https://t.co/S3QeeaRskV",64,CBSNews
164,0.0,Thu Mar 08 16:17:40 +0000 2018,1.0,0.0,0.0,WATCH LIVE: Rep. Nancy Pelosi takes questions from reporters ahead of President Trump's reported meeting on tariffs… https://t.co/vKUDzSL4gW,65,CBSNews
165,-0.5859,Thu Mar 08 16:15:01 +0000 2018,0.798,0.202,0.0,The NBA is reviewing 2011 allegations of sexual assault against Dallas Mavericks owner Mark Cuban:… https://t.co/P9veQPGeGg,66,CBSNews
166,0.0,Thu Mar 08 16:02:01 +0000 2018,1.0,0.0,0.0,President Trump plans to meet with video game industry representatives on Thursday as he considers responses to gun… https://t.co/3lTi8Vj8EM,67,CBSNews
167,-0.128,Thu Mar 08 15:45:31 +0000 2018,0.632,0.174,0.194,"""There's a good chance I get murdered tonight,"" one Twitter user wrote after his Alexa let out an unprovoked, eerie… https://t.co/64rbNb301O",68,CBSNews
168,0.4939,Thu Mar 08 15:33:41 +0000 2018,0.849,0.0,0.151,"RT @CBSThisMorning: ""There were always barriers and glass ceilings... and iron doors to get through,"" in honor of #InternationalWomensDay,…",69,CBSNews
169,0.3182,Thu Mar 08 15:32:51 +0000 2018,0.887,0.0,0.113,"RT @CBSEveningNews: Curious Emperor penguins were captured in Antarctica getting up close &amp; personal on film 

Australian Antarctic expedit…",70,CBSNews
170,0.0,Thu Mar 08 15:30:01 +0000 2018,1.0,0.0,0.0,"""We are a long ways from negotiations"" with North Korea, Secretary of State Rex Tillerson says:… https://t.co/MGoFT9GtVx",71,CBSNews
171,0.5267,Thu Mar 08 15:15:01 +0000 2018,0.732,0.0,0.268,Cigna agrees to buy pharmacy benefits manager Express Scripts for $52 billion: https://t.co/4UQRYcnxSU https://t.co/zvb40wdfvg,72,CBSNews
172,-0.4767,Thu Mar 08 15:00:01 +0000 2018,0.86,0.14,0.0,What does the use of a nerve agent in the attack on a Russian ex-spy tell us about who did it?… https://t.co/T0s9g1G9mw,73,CBSNews
173,0.0,Thu Mar 08 14:45:33 +0000 2018,1.0,0.0,0.0,"The Eiffel Tower lit up on the eve of #InternationalWomensDay for ""Maintenant On Agit,"" which translates to ""Now We… https://t.co/QHCrDI4W40",74,CBSNews
174,0.0,Thu Mar 08 14:30:01 +0000 2018,1.0,0.0,0.0,The president of the Navajo Nation says a proposal to rename a Utah highway after President Trump is insulting:… https://t.co/Vwca02I2FT,75,CBSNews
175,0.3818,Thu Mar 08 14:15:01 +0000 2018,0.874,0.0,0.126,"The U.S. commitment to Africa ""is quite clear,"" Secretary of State Rex Tillerson says, beginning his five-country A… https://t.co/AuVSJ9uwRi",76,CBSNews
176,0.2263,Thu Mar 08 14:00:45 +0000 2018,0.909,0.0,0.091,"WATCH: NBA star Dwyane Wade surprises the kids who ""inspire"" him -- the students at Stoneman Douglas High School https://t.co/GAZC4tIVxY",77,CBSNews
177,0.3612,Thu Mar 08 13:48:48 +0000 2018,0.878,0.0,0.122,The @CBSThisMorning series #AMorePerfectUnion aims to show that what unites us as Americans is far greater than wha… https://t.co/qeas41p6mz,78,CBSNews
178,0.0772,Thu Mar 08 13:41:18 +0000 2018,0.929,0.0,0.071,A retired military leader and a college professor are offering advice on the challenges of leadership with their ne… https://t.co/DUpPe6xbkX,79,CBSNews
179,0.6124,Thu Mar 08 13:40:01 +0000 2018,0.75,0.0,0.25,"MoviePass, a popular movie ticket subscription service, admits it's looking at ways to gather private information o… https://t.co/e3bUWQVw31",80,CBSNews
180,-0.8078,Thu Mar 08 13:37:38 +0000 2018,0.699,0.301,0.0,"Malala Yousafzai reveals a new detail about the attack that almost killed her in Pakistan, during an interview with… https://t.co/4V35oFVsvB",81,CBSNews
181,0.0,Thu Mar 08 13:34:13 +0000 2018,1.0,0.0,0.0,Here’s a look at some of this morning’s headlines on @CBSThisMorning: https://t.co/q2j8J5mqxY,82,CBSNews
182,0.5423,Thu Mar 08 13:25:43 +0000 2018,0.837,0.0,0.163,AHEAD on @CBSThisMorning: The four-star general teaming up with the peace studies major for a new book on leadershi… https://t.co/vaCqkPwDnY,83,CBSNews
183,0.0,Thu Mar 08 13:21:33 +0000 2018,1.0,0.0,0.0,CBS News has been behind the scene with the Stoneman Douglas students and parents at the center of the movement for… https://t.co/dtI1pK8ctd,84,CBSNews
184,-0.7579,Thu Mar 08 13:20:01 +0000 2018,0.667,0.333,0.0,"New report from Veterans Affairs watchdog slams department's leadership, blaming ""failed leadership"" and a ""climate… https://t.co/LpUkGSDicF",85,CBSNews
185,0.4767,Thu Mar 08 13:14:07 +0000 2018,0.876,0.0,0.124,"With the new tax plan is now in affect, Americans at most income levels will eventually get some relief. CBS News b… https://t.co/aPQQI9aSFd",86,CBSNews
186,0.0,Thu Mar 08 13:11:04 +0000 2018,1.0,0.0,0.0,"“When you have tariffs, you raise prices on steel, and all 320 million Americans lose...If you just look at steel,… https://t.co/PFhTIy5Z07",87,CBSNews
187,-0.743,Thu Mar 08 13:06:53 +0000 2018,0.523,0.348,0.129,"“Tariffs always hurt us. Ultimately nobody ever wins a trade war. Both sides lose a trade war...We need more trade,… https://t.co/m2XsX5zM2V",88,CBSNews
188,0.0,Thu Mar 08 13:05:42 +0000 2018,1.0,0.0,0.0,The White House says it expects Pres. Trump to sign his new tariff plan for imported steel and aluminum by the end… https://t.co/iXTn2XmY2Z,89,CBSNews
189,-0.5046,Thu Mar 08 13:03:42 +0000 2018,0.799,0.201,0.0,"A winter storm warning is still up in northern New England, where more snow is falling after a second nor’easter… https://t.co/BgSwJiM516",90,CBSNews
190,0.0,Thu Mar 08 13:00:01 +0000 2018,1.0,0.0,0.0,New forensic analysis indicates that bones found on a remote South Pacific island in 1940 are very likely belong to… https://t.co/LjZKxGcoV7,91,CBSNews
191,0.0,Thu Mar 08 12:52:52 +0000 2018,1.0,0.0,0.0,Here’s a look at some of this morning’s headlines from around the globe on @CBSThisMorning: https://t.co/b6HwqDFeFo,92,CBSNews
192,0.0,Thu Mar 08 12:48:15 +0000 2018,1.0,0.0,0.0,AHEAD on @CBSThisMorning: We go behind the scenes with Parkland students as they move into new office space https://t.co/1WuhFHbq0w,93,CBSNews
193,0.6124,Thu Mar 08 12:44:54 +0000 2018,0.75,0.0,0.25,"MoviePass, a popular movie ticket subscription service, admits it's looking at ways to gather private information o… https://t.co/Kr5WdDDyIu",94,CBSNews
194,-0.128,Thu Mar 08 12:41:01 +0000 2018,0.736,0.143,0.121,COMING UP on @CBSThisMorning: The popular movie ticket service MoviePass is facing an angry backlash after its CEO… https://t.co/0Y1D0FBha0,95,CBSNews
195,0.0,Thu Mar 08 12:40:30 +0000 2018,1.0,0.0,0.0,The Northeastern women's basketball team put in more work after practice Wednesday -- when the team's bus got stuck… https://t.co/t7WpYwYak4,96,CBSNews
196,-0.5423,Thu Mar 08 12:37:05 +0000 2018,0.844,0.156,0.0,British police revealed the substance used to poison a former Russian spy was a nerve agent. News of the nerve agen… https://t.co/mj8KRID1eB,97,CBSNews
197,-0.7579,Thu Mar 08 12:34:14 +0000 2018,0.667,0.333,0.0,"A new report from a Veterans Affairs watchdog slammed the department's leadership, blaming ""failed leadership"" and… https://t.co/Uhh9cdsRpq",98,CBSNews
198,-0.6705,Thu Mar 08 12:21:21 +0000 2018,0.756,0.244,0.0,British police say a former Russian spy who is in critical condition was poisoned with a nerve agent. Ahead on… https://t.co/I4cfpbj6AF,99,CBSNews
199,0.0,Thu Mar 08 12:19:44 +0000 2018,1.0,0.0,0.0,Pres.Trump’s lawyer got a temporary restraining order barring Stormy Daniels from speaking about her alleged affair… https://t.co/76lv4fqZXE,100,CBSNews
200,0.0,Thu Mar 08 12:10:11 +0000 2018,1.0,0.0,0.0,"""This is so manipulative."" That's how an anchor at a local TV station owned by Sinclair described the company's lat… https://t.co/QaYLYApLVi",1,CNN
201,0.0,Thu Mar 08 12:00:21 +0000 2018,1.0,0.0,0.0,"5 things for Thursday:

- The White House
- Russia investigation
- Florida school shooting
- UK and Russia
- Aung S… https://t.co/fe9IBVt8YY",2,CNN
202,0.4767,Thu Mar 08 11:55:05 +0000 2018,0.838,0.0,0.162,Former Trump campaign manager Corey Lewandowski is scheduled to be interviewed by the House Intelligence Committee… https://t.co/Ig19ZKtopE,3,CNN
203,0.0,Thu Mar 08 11:48:03 +0000 2018,1.0,0.0,0.0,Why are (some) Democrats signing on to the Republican bank bill? | Analysis by @GregJKrieg https://t.co/bc6G38s4id https://t.co/GXV9znEwuY,4,CNN
204,-0.296,Thu Mar 08 11:43:38 +0000 2018,0.901,0.099,0.0,What will it take for women to live #AsEquals with men? No country has achieved total gender parity yet - #AsEquals… https://t.co/TCGXrQgcR9,5,CNN
205,0.3612,Thu Mar 08 11:40:10 +0000 2018,0.894,0.0,0.106,"President Trump says his promised tariffs on steel and aluminum imports -- 25% on steel, 10% on aluminum -- would b… https://t.co/dwOqrHSA9t",6,CNN
206,0.4019,Thu Mar 08 11:35:01 +0000 2018,0.87,0.0,0.13,"President Trump asked his former chief of staff Reince Priebus if special counsel investigators had been ""nice"" dur… https://t.co/YSupdUTrNx",7,CNN
207,-0.5574,Thu Mar 08 11:14:34 +0000 2018,0.847,0.153,0.0,We spoke to nine women who said they found their illegal abortions via Facebook. None believed the procedure was sa… https://t.co/2Yv14LJ7K3,8,CNN
208,0.0,Thu Mar 08 10:49:52 +0000 2018,1.0,0.0,0.0,Meghan Markle has been baptized into the Church of England https://t.co/MIzXBXNMmA https://t.co/8C42ORsRVq,9,CNN
209,-0.8689,Thu Mar 08 10:43:59 +0000 2018,0.66,0.34,0.0,"When Brisa de Angulo reported being raped by a family member at the age of 15, she faced intimidation and blame fro… https://t.co/mM8iGnHwVy",10,CNN
210,0.0,Thu Mar 08 10:33:11 +0000 2018,1.0,0.0,0.0,"In Malawi, girls as young as 10 are expected to go to ""chinamwali"" -- a camp where they are taught how to sexually… https://t.co/Ofvb97oTQe",11,CNN
211,-0.4588,Thu Mar 08 10:29:00 +0000 2018,0.833,0.167,0.0,The Taliban banned these women from being journalists. Now they run an all-female TV station:… https://t.co/AAyw5jbWf9,12,CNN
212,-0.3687,Thu Mar 08 10:15:44 +0000 2018,0.843,0.157,0.0,She was told not to play the drums because she's a woman - now @kasingoma is in demand as a percussionist around th… https://t.co/tKCXoEBUZm,13,CNN
213,0.0,Thu Mar 08 10:01:35 +0000 2018,1.0,0.0,0.0,"On #InternationalWomensDay, CNN wants to know what living #AsEquals means to you. Tell us by filling out this form:… https://t.co/EbGAjhIJUB",14,CNN
214,0.0,Thu Mar 08 09:01:07 +0000 2018,1.0,0.0,0.0,Uber says it has started using self-driving trucks to haul freight in Arizona https://t.co/0POYBWXS5u https://t.co/2WyCPG2EDW,15,CNN
215,0.5859,Thu Mar 08 08:44:04 +0000 2018,0.798,0.0,0.202,"The history of the ""ideal"" of female beauty and where that has left us https://t.co/PDiMEDwoq0… https://t.co/UV7J4GlAEd",16,CNN
216,-0.3818,Thu Mar 08 08:33:13 +0000 2018,0.69,0.31,0.0,The risk lurking in the US mortgage market https://t.co/PS9Qy9axGs https://t.co/u37unc7jWN,17,CNN
217,-0.0762,Thu Mar 08 08:31:04 +0000 2018,0.925,0.075,0.0,"These high-performance cars, which are priced in the millions, can't be legally driven on public roads… https://t.co/G1b2XXtfXw",18,CNN
218,-0.6486,Thu Mar 08 08:27:13 +0000 2018,0.655,0.269,0.076,"""The person who committed the crime should hide his face. Why should I?"" 

The man Laxmi Agarwal refused to marry t… https://t.co/RMSzwVSjrv",19,CNN
219,0.4939,Thu Mar 08 08:20:12 +0000 2018,0.849,0.0,0.151,The Eiffel Tower lights up with the message #MaintenantOnAgit (#NowWeAct) projected on it to honor women’s rights a… https://t.co/Mmqo67FFoE,20,CNN
220,0.0,Thu Mar 08 08:07:37 +0000 2018,1.0,0.0,0.0,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/LfQAe7ZO72,21,CNN
221,0.5719,Thu Mar 08 07:46:09 +0000 2018,0.73,0.0,0.27,McDonald's is flipping its arches logo to celebrate #InternationalWomensDay with a W https://t.co/DNBBk4iQcs,22,CNN
222,-0.6486,Thu Mar 08 07:42:25 +0000 2018,0.655,0.269,0.076,"""The person who committed the crime should hide his face. Why should I?"" 

At 15, the man Laxmi Agarwal refused to… https://t.co/XhlZiAMTka",23,CNN
223,-0.0516,Thu Mar 08 07:31:04 +0000 2018,0.811,0.099,0.09,"After age 13, no new brain cells are created in a brain region linked to learning, according to a new study… https://t.co/m3ChHUsnXH",24,CNN
224,0.0,Thu Mar 08 07:25:30 +0000 2018,1.0,0.0,0.0,"Local law says that ""every head of household residing in the city limits is required to maintain a firearm"" in Kenn… https://t.co/E0QukF9jxK",25,CNN
225,0.7003,Thu Mar 08 07:19:51 +0000 2018,0.726,0.0,0.274,An Australian energy company is giving hundreds of female employees a raise to make sure they get paid the same amo… https://t.co/9DmyQcGXob,26,CNN
226,-0.2732,Thu Mar 08 07:16:18 +0000 2018,0.896,0.104,0.0,"After dedicating his season to a Parkland victim, Dwyane Wade of the Miami Heat visited Marjory Stoneman Douglas Hi… https://t.co/DtE0zR1PSU",27,CNN
227,-0.7013,Thu Mar 08 07:08:00 +0000 2018,0.766,0.234,0.0,"Sen. Bernie Sanders: Chaos in the White House is a sign of ""a President who is, I think, not fit temperamentally to… https://t.co/uXLuZNMHDP",28,CNN
228,-0.7783,Thu Mar 08 07:02:30 +0000 2018,0.726,0.274,0.0,"Father of Parkland school shooting victim rips new NRA video: ""If this was put out by a terrorist organization, we… https://t.co/LQLlDNhSfc",29,CNN
229,0.2023,Thu Mar 08 06:52:43 +0000 2018,0.917,0.0,0.083,Top South Korean negotiators have left for the US to brief their American counterparts on the outcome of their hist… https://t.co/KIVcCu0RW4,30,CNN
230,0.5574,Thu Mar 08 06:47:24 +0000 2018,0.854,0.0,0.146,"Tybre Faw traveled 7 hours to see his hero, Dem. Rep. John Lewis, who was in Selma, Alabama, to commemorate the 196… https://t.co/kMr7AuNbsm",31,CNN
231,-0.5859,Thu Mar 08 06:45:54 +0000 2018,0.702,0.227,0.07,The British government will be forced on Thursday to address growing suspicions that Moscow may have been behind th… https://t.co/0USBMSafaw,32,CNN
232,0.0,Thu Mar 08 06:44:38 +0000 2018,1.0,0.0,0.0,Can you recognize the Kennedys in 1938? They made a big splash in England when Joe Sr. became Ambassador from the U… https://t.co/puSQPUjb4i,33,CNN
233,0.0,Thu Mar 08 06:31:05 +0000 2018,1.0,0.0,0.0,"The creator of Pepe the Frog, the once-innocent cartoon that was appropriated as a mascot of the alt-right, is suin… https://t.co/lE9S9Fhuce",34,CNN
234,-0.7717,Thu Mar 08 06:31:03 +0000 2018,0.621,0.379,0.0,Lawmakers fear arming school staff could harm black and Hispanic students https://t.co/n2PxC9zbdA https://t.co/gQboUxG7rT,35,CNN
235,0.3818,Thu Mar 08 06:15:10 +0000 2018,0.898,0.0,0.102,"Find out who and what is making big waves in the worlds of tech, media and innovation. Sign up for PACIFIC, CNN’s n… https://t.co/2LoPpEmlgy",36,CNN
236,0.0,Thu Mar 08 06:06:54 +0000 2018,1.0,0.0,0.0,The small village of Marumori in Japan produces what is known as heso daikon which translates as belly button radis… https://t.co/zjLc9dYYJq,37,CNN
237,-0.8934,Thu Mar 08 06:01:09 +0000 2018,0.599,0.401,0.0,"Cecil the lion ""suffered incredible cruelty for at least 10 hours"" before he died, according to a new book… https://t.co/Saw6W5MELJ",38,CNN
238,0.0,Thu Mar 08 05:47:11 +0000 2018,1.0,0.0,0.0,"On International Women's Day, CNN wants to know: What does living #AsEquals mean to you? https://t.co/aStVNQRgNK https://t.co/EoBa3MXtnw",39,CNN
239,0.0,Thu Mar 08 05:46:00 +0000 2018,1.0,0.0,0.0,A woman has found the world's oldest known message in a bottle after it washed up on an Australian beach. The messa… https://t.co/w1M4x282h0,40,CNN
240,0.2263,Thu Mar 08 05:31:05 +0000 2018,0.718,0.118,0.164,Massive billboards in New York's Times Square honor victims of the Florida high school shooting… https://t.co/Y6uG5XB9uk,41,CNN
241,0.4939,Thu Mar 08 05:21:34 +0000 2018,0.849,0.0,0.151,The Eiffel Tower lights up with the message #MaintenantOnAgit (#NowWeAct) projected on it to honor women’s rights a… https://t.co/9csMZmx8VT,42,CNN
242,0.2263,Thu Mar 08 05:16:00 +0000 2018,0.739,0.113,0.148,Tired of winter? Cherry blossom season is on its way. Japan should start seeing these lovely flowers toward the end… https://t.co/NNJIp7aAcs,43,CNN
243,0.0,Thu Mar 08 05:14:20 +0000 2018,1.0,0.0,0.0,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/9dMxEa1wiP,44,CNN
244,0.4588,Thu Mar 08 05:06:41 +0000 2018,0.672,0.101,0.227,"The cast of ""Modern Family"" voices support for ""common-sense gun laws"" putting support behind the students of Parkl… https://t.co/lqDImmelHJ",45,CNN
245,0.5859,Thu Mar 08 05:01:09 +0000 2018,0.798,0.0,0.202,"The history of the ""ideal"" of female beauty and where that has left us https://t.co/KMwjxhlTbl… https://t.co/HoQOnaBfZ3",46,CNN
246,0.0,Thu Mar 08 04:46:02 +0000 2018,1.0,0.0,0.0,Univision's CEO plots his retirement amid changes at the Spanish-language broadcaster https://t.co/RZgDUCowiK https://t.co/DDYjoaz2co,47,CNN
247,-0.296,Thu Mar 08 04:42:46 +0000 2018,0.885,0.115,0.0,Confusion abounded late Wednesday in the West Wing over US President Donald Trump's impending trade announcement ro… https://t.co/fPZ3qEqTE1,48,CNN
248,0.0,Thu Mar 08 04:31:06 +0000 2018,1.0,0.0,0.0,The kind of floods we've only seen during storms might someday become regular events as sea levels rise due to glob… https://t.co/MMv3GWUEWE,49,CNN
249,0.0,Thu Mar 08 04:17:24 +0000 2018,1.0,0.0,0.0,Ex-Uber CEO Travis Kalanick launches his comeback with new fund https://t.co/f1DQZDanaI https://t.co/nPlnHD8ohr,50,CNN
250,0.0,Thu Mar 08 04:16:05 +0000 2018,1.0,0.0,0.0,"For the first time, the NCAA has surpassed $1 billion in annual revenue https://t.co/KTMxksqkL9 https://t.co/XwjByXZh64",51,CNN
251,0.6369,Thu Mar 08 04:07:47 +0000 2018,0.802,0.0,0.198,Do you love sake? Football star and sake connoseeaur Hidetoshi Nakata has some tips for you https://t.co/eqXMoATui0 https://t.co/RUemuZYuou,52,CNN
252,-0.4019,Thu Mar 08 04:01:03 +0000 2018,0.87,0.13,0.0,"It's quiet in the house. Then, you hear a disembodied voice let out a short, mocking cackle.

You're (probably) not… https://t.co/HpwP3ZtU4n",53,CNN
253,0.0,Thu Mar 08 03:46:07 +0000 2018,1.0,0.0,0.0,Broadcom has a message for US regulators: We'll make 5G technology a priority and invest in America if you let our… https://t.co/IOdiWZ5Ysy,54,CNN
254,0.0,Thu Mar 08 03:41:08 +0000 2018,1.0,0.0,0.0,Senate Judiciary Chairman Chuck Grassley has scheduled a hearing for the committee on the shooting last month in Pa… https://t.co/ilVVwepXtS,55,CNN
255,0.4215,Thu Mar 08 03:39:42 +0000 2018,0.827,0.053,0.12,"RT @CNNTonight: ""It's hard to believe that 11 days before the election, the President did not know what his close friend and personal attor…",56,CNN
256,0.0,Thu Mar 08 03:36:06 +0000 2018,1.0,0.0,0.0,"""This is so manipulative."" That's how an anchor at a local TV station owned by Sinclair described the company's lat… https://t.co/MU2guZzjhj",57,CNN
257,0.2023,Thu Mar 08 03:34:24 +0000 2018,0.878,0.0,0.122,5 top women in world architecture: 'Now is our time' https://t.co/GV1Kza2jcm #InternationalWomensDay via @CNNStyle https://t.co/LWcW1vuSq9,58,CNN
258,0.0516,Thu Mar 08 03:31:08 +0000 2018,0.784,0.103,0.113,"Richard Painter, a former White House ethics lawyer for President George W. Bush and a prominent critic of Presiden… https://t.co/Yg9C6mPkfg",59,CNN
259,-0.25,Thu Mar 08 03:27:10 +0000 2018,0.905,0.095,0.0,The head of the US Forest Service has resigned amid reports that the agency was looking into misconduct allegations… https://t.co/fCQ9kRkihN,60,CNN
260,-0.7013,Thu Mar 08 03:24:32 +0000 2018,0.766,0.234,0.0,"Sen. Bernie Sanders: Chaos in the White House is a sign of ""a President who is, I think, not fit temperamentally to… https://t.co/vkP9xyeQEc",61,CNN
261,0.0258,Thu Mar 08 03:16:07 +0000 2018,0.916,0.0,0.084,Why Sarah Sanders' non-answer on Stormy Daniels matters | Analysis by @CillizzaCNN https://t.co/VkPthqUd0s https://t.co/GM7kxLPi6E,62,CNN
262,0.0,Thu Mar 08 03:12:20 +0000 2018,1.0,0.0,0.0,"RT @OutFrontCNN: ""The Russia investigation is not about the President, it's about foreign influence in the election"" - Former Homeland Secu…",63,CNN
263,-0.3094,Thu Mar 08 03:06:57 +0000 2018,0.907,0.093,0.0,"RT @OutFrontCNN: What's in a name? Forget ""John Miller,"" or even ""John Baron."" The latest alleged alias to be used by Donald Trump? ""David…",64,CNN
264,-0.2732,Thu Mar 08 03:06:36 +0000 2018,0.89,0.11,0.0,"The attorney representing porn star Stormy Daniels, who is suing President Trump, says the White House's suggestion… https://t.co/r1BSqBMDCN",65,CNN
265,0.0,Thu Mar 08 03:04:01 +0000 2018,1.0,0.0,0.0,"On #InternationalWomensDay, CNN wants to know what living #AsEquals means to you https://t.co/b6GtPV2DHC https://t.co/KpWgUlbdGn",66,CNN
266,-0.0258,Thu Mar 08 03:01:04 +0000 2018,0.945,0.055,0.0,The Senate is expected to consider legislation as early as Monday that is aimed at preventing online sex traffickin… https://t.co/j6RIF0iNCM,67,CNN
267,0.0,Thu Mar 08 03:00:23 +0000 2018,1.0,0.0,0.0,"""What you're seeing is the corruption of the American political system"": Independent Sen. Bernie Sanders discusses… https://t.co/0sr2IWaZDu",68,CNN
268,0.5106,Thu Mar 08 02:51:07 +0000 2018,0.845,0.0,0.155,"In saying goodbye to Cohn, Trump has his eyes on the prize | By Errol Louis via @CNNOpinion https://t.co/U9BNQ9yMmB https://t.co/6a8bO5kbYA",69,CNN
269,-0.1531,Thu Mar 08 02:42:08 +0000 2018,0.873,0.127,0.0,Republican senators already miss White House economic adviser Gary Cohn https://t.co/QANQ7vBe6q https://t.co/yN1KunjtfF,70,CNN
270,0.6249,Thu Mar 08 02:37:41 +0000 2018,0.812,0.0,0.188,"RT @AC360: Stormy Daniels ""wants an opportunity to tell her story, to tell the truth about what happened and what didn't happen,"" says her…",71,CNN
271,0.4939,Thu Mar 08 02:36:33 +0000 2018,0.849,0.0,0.151,The Eiffel Tower lights up with the message #MaintenantOnAgit (#NowWeAct) projected on it to honor women’s rights a… https://t.co/RHqaW7QMfC,72,CNN
272,0.25,Thu Mar 08 02:31:57 +0000 2018,0.857,0.0,0.143,"Republican Sen. Marco Rubio and Democratic Sen. Bill Nelson say that they want states to adopt so-called ""red flag""… https://t.co/AMb6zEE83m",73,CNN
273,0.7227,Thu Mar 08 02:22:26 +0000 2018,0.798,0.0,0.202,Texas could make history by sending not just one — but two — Hispanic women to Congress. These candidates won in sa… https://t.co/GURwBN72SK,74,CNN
274,0.0,Thu Mar 08 02:20:40 +0000 2018,1.0,0.0,0.0,Chelsea Clinton explains why Ivanka Trump -- unlike other children of Presidents -- should expect criticism… https://t.co/xiezWiCeZd,75,CNN
275,0.0,Thu Mar 08 02:13:55 +0000 2018,1.0,0.0,0.0,The Department of Housing and Urban Development is looking to remove anti-discrimination language from its mission… https://t.co/6y6o9gEF8g,76,CNN
276,-0.7783,Thu Mar 08 02:13:14 +0000 2018,0.726,0.274,0.0,"Father of Parkland school shooting victim rips new NRA video: ""If this was put out by a terrorist organization, we… https://t.co/DZnT4JXwBK",77,CNN
